I0227 21:34:48.791453       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 22:06:40.326080       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326096       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326111       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326141       1 scale_up.go:437] No pod can fit to eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0
I0227 22:06:40.326180       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326196       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326210       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326228       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326242       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326257       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:40.326292       1 scale_up.go:437] No pod can fit to eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3
I0227 22:06:40.326319       1 scale_up.go:441] No expansion options
I0227 22:06:40.326489       1 static_autoscaler.go:449] Calculating unneeded nodes
I0227 22:06:40.326514       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-174.ap-northeast-2.compute.internal - no node group config
I0227 22:06:40.326527       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-39.ap-northeast-2.compute.internal - no node group config
I0227 22:06:40.326545       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-85.ap-northeast-2.compute.internal - no node group config
I0227 22:06:40.326567       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-168.ap-northeast-2.compute.internal - no node group config
I0227 22:06:40.326579       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-133.ap-northeast-2.compute.internal - no node group config
I0227 22:06:40.326591       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-200.ap-northeast-2.compute.internal - no node group config
I0227 22:06:40.326615       1 scale_down.go:423] Node ip-172-31-37-93.ap-northeast-2.compute.internal is not suitable for removal - cpu utilization too big (0.634715)
I0227 22:06:40.326656       1 static_autoscaler.go:503] Scale down status: unneededOnly=false lastScaleUpTime=2023-02-22 01:06:24.16122509 +0000 UTC m=+366486.053689406 lastScaleDownDeleteTime=2023-02-24 14:24:51.583444364 +0000 UTC m=+587193.475908686 lastScaleDownFailTime=2023-02-17 19:18:48.020441185 +0000 UTC m=+29.912905494 scaleDownForbidden=false isDeleteInProgress=false scaleDownInCooldown=false
I0227 22:06:40.326743       1 static_autoscaler.go:516] Starting scale down
I0227 22:06:40.326789       1 scale_down.go:868] No candidates for scale down
I0227 22:06:50.344397       1 static_autoscaler.go:229] Starting main loop
I0227 22:06:50.345235       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 22:06:50.345257       1 filter_out_schedulable.go:132] Filtered out 0 pods using hints
I0227 22:06:50.346446       1 filter_out_schedulable.go:170] 0 pods were kept as unschedulable based on caching
I0227 22:06:50.346461       1 filter_out_schedulable.go:171] 0 pods marked as unschedulable can be scheduled.
I0227 22:06:50.346473       1 filter_out_schedulable.go:82] No schedulable pods
I0227 22:06:50.346488       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-zl8ch is unschedulable
I0227 22:06:50.346495       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-cdcg5 is unschedulable
I0227 22:06:50.346501       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-8zvx8 is unschedulable
I0227 22:06:50.346506       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-f7pns is unschedulable
I0227 22:06:50.346512       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-c4s2m is unschedulable
I0227 22:06:50.346518       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-lxg57 is unschedulable
I0227 22:06:50.346622       1 scale_up.go:364] Upcoming 0 nodes
I0227 22:06:50.348014       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348042       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348059       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348076       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348090       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348106       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348135       1 scale_up.go:437] No pod can fit to eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0
I0227 22:06:50.348814       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348839       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348855       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348871       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348889       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348906       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:06:50.348936       1 scale_up.go:437] No pod can fit to eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3
I0227 22:06:50.348959       1 scale_up.go:441] No expansion options
I0227 22:06:50.349587       1 static_autoscaler.go:449] Calculating unneeded nodes
I0227 22:06:50.349623       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-168.ap-northeast-2.compute.internal - no node group config
I0227 22:06:50.349639       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-85.ap-northeast-2.compute.internal - no node group config
I0227 22:06:50.349653       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-133.ap-northeast-2.compute.internal - no node group config
I0227 22:06:50.349667       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-200.ap-northeast-2.compute.internal - no node group config
I0227 22:06:50.349679       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-203-39.ap-northeast-2.compute.internal - no node group config
I0227 22:06:50.350146       1 pre_filtering_processor.go:57] Skipping fargate-ip-172-31-202-174.ap-northeast-2.compute.internal - no node group config
I0227 22:06:50.350179       1 scale_down.go:423] Node ip-172-31-37-93.ap-northeast-2.compute.internal is not suitable for removal - cpu utilization too big (0.634715)
I0227 22:06:50.350222       1 static_autoscaler.go:503] Scale down status: unneededOnly=false lastScaleUpTime=2023-02-22 01:06:24.16122509 +0000 UTC m=+366486.053689406 lastScaleDownDeleteTime=2023-02-24 14:24:51.583444364 +0000 UTC m=+587193.475908686 lastScaleDownFailTime=2023-02-17 19:18:48.020441185 +0000 UTC m=+29.912905494 scaleDownForbidden=false isDeleteInProgress=false scaleDownInCooldown=false
I0227 22:06:50.350610       1 static_autoscaler.go:516] Starting scale down
I0227 22:06:50.350674       1 scale_down.go:868] No candidates for scale down
I0227 22:06:52.710837       1 node_instances_cache.go:156] Start refreshing cloud provider node instances cache
I0227 22:06:52.710866       1 node_instances_cache.go:168] Refresh cloud provider node instances cache finished, refresh took 9.32µs
I0227 22:07:00.367689       1 static_autoscaler.go:229] Starting main loop
I0227 22:07:00.451885       1 auto_scaling_groups.go:351] Regenerating instance to ASG map for ASGs: [eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0 eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3]
I0227 22:07:00.557065       1 auto_scaling.go:199] 2 launch configurations already in cache
I0227 22:07:00.557172       1 aws_manager.go:269] Refreshed ASG list, next refresh after 2023-02-27 22:08:00.557165916 +0000 UTC m=+874182.449630252
I0227 22:07:00.558125       1 filter_out_schedulable.go:65] Filtering out schedulables
I0227 22:07:00.558142       1 filter_out_schedulable.go:132] Filtered out 0 pods using hints
I0227 22:07:00.559250       1 filter_out_schedulable.go:170] 0 pods were kept as unschedulable based on caching
I0227 22:07:00.559264       1 filter_out_schedulable.go:171] 0 pods marked as unschedulable can be scheduled.
I0227 22:07:00.559283       1 filter_out_schedulable.go:82] No schedulable pods
I0227 22:07:00.559300       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-lxg57 is unschedulable
I0227 22:07:00.559312       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-zl8ch is unschedulable
I0227 22:07:00.559319       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-cdcg5 is unschedulable
I0227 22:07:00.559328       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-8zvx8 is unschedulable
I0227 22:07:00.559334       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-f7pns is unschedulable
I0227 22:07:00.559339       1 klogx.go:86] Pod amazon-cloudwatch/fluent-bit-c4s2m is unschedulable
I0227 22:07:00.559997       1 scale_up.go:364] Upcoming 0 nodes
I0227 22:07:00.561011       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561038       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561057       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561080       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561097       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561116       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561148       1 scale_up.go:437] No pod can fit to eks-priv-a-spot-80c287cb-988a-df29-3b7a-547b9167f1c0
I0227 22:07:00.561191       1 scale_up.go:288] Pod fluent-bit-cdcg5 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561213       1 scale_up.go:288] Pod fluent-bit-8zvx8 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561233       1 scale_up.go:288] Pod fluent-bit-f7pns can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561252       1 scale_up.go:288] Pod fluent-bit-c4s2m can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.561271       1 scale_up.go:288] Pod fluent-bit-lxg57 can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
I0227 22:07:00.562120       1 scale_up.go:288] Pod fluent-bit-zl8ch can't be scheduled on eks-priv-b-spot-dac287cb-f89e-74f5-5a42-5530c28da6f3, predicate checking error: node(s) didn't match Pod's node affinity; predicateName=NodeAffinity; reasons: node(s) didn't match Pod's node affinity; debugInfo=
